business_code,cust_number,name_customer,clear_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
CA02,020066985,Ascend Industries,NaN,2020.0,199096270.0,2019-11-08,20190603,20191205,20190709.0,USD,RV,1.0,63790.02,2019-10-07,Post-Payment,199096270.0,1
U013,020001607,Skyline Innovations,2019-04-03,2019.0,193771820.0,2020-01-09,20190906,20200224,20190213.0,USD,RV,1.0,579536.73,2019-07-13,90 Prox,193771820.0,0
U005,020041024,Peak Technologies,2019-01-23,2020.0,190777585.0,2020-03-17,20191219,20190728,20200216.0,CAD,RV,1.0,611286.14,2019-05-06,Quarterly,190777585.0,0
CA02,020068246,Advanced Enterprises,2019-03-28,2020.0,196587116.0,2019-08-16,20200429,20190205,20200419.0,CAD,RV,1.0,97189.4,2019-12-20,Immediate,196587116.0,0
CA02,020090217,MetroTech Solutions,NaN,2019.0,196598788.0,2019-01-18,20200515,20190311,20190604.0,CAD,RV,1.0,7722.23,2019-10-19,In Advance,196598788.0,0
U013,020021478,Skyline Innovations,2019-09-02,2020.0,199152265.0,2020-05-12,20200308,20200305,20190613.0,CAD,RV,1.0,9852.14,2019-02-13,Due Dates,199152265.0,0
U007,020087985,Global Tech Solutions,2019-12-31,2019.0,192034892.0,2020-05-06,20190922,20190624,20190807.0,USD,RV,1.0,8008.02,2020-03-24,90 EOM,192034892.0,1
U013,020023332,Titanium Technologies,2019-10-10,2020.0,192832238.0,2020-03-14,20190129,20191118,20191016.0,USD,RV,1.0,57012.45,2020-05-01,CIA,192832238.0,1
U013,020073806,Pinnacle Manufacturing,NaN,2019.0,192924145.0,2019-01-18,20190302,20200217,20191105.0,CAD,RV,1.0,8563.23,2019-01-15,Immediate,192924145.0,0
U013,020079200,MetroTech Solutions,2020-01-31,2020.0,197134285.0,2019-12-22,20190704,20191223,20190815.0,USD,RV,1.0,81135.37,2019-06-24,Bi-Weekly,197134285.0,0
U007,020065643,Innovatech Solutions,2019-07-06,2019.0,195209399.0,2019-03-31,20190515,20190325,20191003.0,CAD,RV,1.0,29771.78,2019-01-11,"2/20, Net 60",195209399.0,1
U013,020023150,NextGen Solutions,2019-02-24,2020.0,191644813.0,2019-05-22,20200302,20190205,20190429.0,USD,RV,1.0,465433.58,2019-12-31,Net 15,191644813.0,0
U005,020084798,Echelon Industries,NaN,2019.0,193893206.0,2019-10-26,20190213,20191210,20191222.0,CAD,RV,1.0,67264.99,2019-12-27,N60,193893206.0,1
U005,020006406,Prime Logistics,2019-01-30,2019.0,194636141.0,2019-07-05,20190607,20200425,20190909.0,CAD,RV,1.0,765647.57,2019-04-26,Bi-Weekly,194636141.0,0
U005,020021631,Enterprise Innovations,2020-02-26,2020.0,192134448.0,2020-05-05,20190912,20190711,20200301.0,USD,RV,1.0,960808.69,2020-02-26,Yearly,192134448.0,0
U002,020096443,Prime Logistics,2019-10-01,2020.0,198338704.0,2019-05-05,20191216,20191026,20190321.0,USD,RV,1.0,872812.37,2020-04-10,N30,198338704.0,1
U007,020064889,Echelon Industries,NaN,2020.0,191588596.0,2020-05-12,20190208,20191214,20190903.0,CAD,RV,1.0,4450.97,2019-12-16,1/90 EOM,191588596.0,1
U002,020076641,Advantage Solutions,2019-05-28,2020.0,194782119.0,2019-04-17,20190701,20190915,20190814.0,CAD,RV,1.0,8476.5,2020-04-19,"2/20, Net 60",194782119.0,1
U013,020049125,Synergy Corporations,2019-04-17,2020.0,196903965.0,2019-10-03,20200126,20200508,20190717.0,CAD,RV,1.0,35773.13,2019-05-14,90 EOM,196903965.0,0
U005,020043904,Prime Logistics,2019-01-23,2019.0,193087621.0,2020-05-04,20190816,20200518,20200323.0,CAD,RV,1.0,796417.15,2019-06-26,Net 45,193087621.0,1
CA02,020033626,Fusion Enterprises,NaN,2019.0,195748378.0,2020-03-09,20200106,20190826,20200509.0,CAD,RV,1.0,696472.15,2019-03-31,1/60 Prox,195748378.0,0
U005,020058114,Future Commerce Ltd.,2020-01-26,2019.0,198339106.0,2019-06-21,20190622,20191116,20190603.0,USD,RV,1.0,634128.76,2019-06-30,PIB,198339106.0,0
U013,020030127,Global Tech Solutions,2019-07-09,2019.0,191421300.0,2019-06-18,20190823,20190514,20200224.0,CAD,RV,1.0,8435.82,2019-05-28,PIA,191421300.0,1
U005,020015789,Quantum Enterprises,2020-01-27,2019.0,199516748.0,2019-02-06,20191201,20191106,20190815.0,USD,RV,1.0,993901.11,2019-07-22,Fixed,199516748.0,1
U013,020064322,Advantage Solutions,NaN,2019.0,191519262.0,2020-01-28,20190602,20190730,20200210.0,CAD,RV,1.0,54846.36,2020-04-18,60 EOM,191519262.0,0
U013,020092947,Cortex Innovations,2019-08-31,2020.0,190832292.0,2019-12-04,20190223,20190516,20200107.0,USD,RV,1.0,4798.89,2020-04-20,Annually,190832292.0,0
U013,020000831,Prime Logistics,2019-10-21,2020.0,194245475.0,2019-06-29,20191002,20200105,20190323.0,CAD,RV,1.0,319864.49,2020-03-26,90 EOM,194245475.0,0
U002,020053260,Horizon Holdings,2019-12-24,2019.0,192572159.0,2019-02-09,20200405,20200122,20190730.0,USD,RV,1.0,40556.63,2020-02-08,30 EOM,192572159.0,1
CA02,020092219,Infinity Holdings,NaN,2019.0,196356085.0,2019-03-29,20191213,20190809,20200401.0,USD,RV,1.0,266764.43,2019-02-10,Monthly,196356085.0,1
U007,020027385,Ultimate Solutions,2019-12-05,2019.0,190111238.0,2020-03-04,20200407,20191213,20200201.0,CAD,RV,1.0,346822.26,2020-01-27,N30,190111238.0,1
U001,020020461,Alliance Enterprises,2019-12-22,2020.0,199005525.0,2020-03-14,20190426,20200405,20190904.0,CAD,RV,1.0,346474.56,2019-11-30,"2/20, Net 60",199005525.0,0
U013,020067146,Vanguard Ventures,2019-08-22,2020.0,191174901.0,2020-02-17,20191127,20200328,20190406.0,CAD,RV,1.0,3752.04,2019-04-04,Licencing,191174901.0,0
U013,020092859,Vanguard Ventures,NaN,2019.0,197532365.0,2019-05-04,20190807,20190613,20191210.0,CAD,RV,1.0,7958.84,2019-09-19,1/60 Prox,197532365.0,1
U005,020029797,Pinnacle Manufacturing,2020-03-17,2019.0,192285000.0,2019-01-23,20190413,20190622,20190720.0,USD,RV,1.0,780732.56,2019-06-12,Daily,192285000.0,1
U001,020076508,Elite Systems Group,2019-10-20,2020.0,194500634.0,2020-01-25,20191217,20200213,20191112.0,USD,RV,1.0,1814.95,2019-05-10,PIB,194500634.0,1
U002,020018007,NextGen Solutions,2020-03-06,2019.0,199477584.0,2020-05-11,20191228,20190406,20200126.0,USD,RV,1.0,978756.23,2019-06-07,90 Prox,199477584.0,0
U001,020051950,Optimum Tech Partners,NaN,2019.0,197622306.0,2019-11-09,20200424,20200501,20190129.0,CAD,RV,1.0,9632.59,2020-03-30,Graduated,197622306.0,1
U001,020066018,Advanced Enterprises,2019-11-26,2019.0,190238031.0,2020-03-13,20200415,20191221,20200415.0,CAD,RV,1.0,2606.76,2019-08-19,Bi-Weekly,190238031.0,0
U002,020045831,Global Tech Solutions,2019-08-15,2020.0,193437539.0,2020-03-21,20191025,20190611,20200126.0,USD,RV,1.0,870240.54,2019-06-12,Out-of-Pocket,193437539.0,1
U005,020073282,Spectrum Technologies,2020-02-17,2019.0,190324650.0,2019-12-03,20200427,20200114,20190728.0,USD,RV,1.0,295820.21,2019-11-19,Immediate,190324650.0,0
U005,020026258,Crest Business Services,NaN,2019.0,195107945.0,2019-11-03,20190222,20200409,20200409.0,CAD,RV,1.0,656225.49,2020-04-08,1/10 Prox,195107945.0,1
U007,020009342,Vanguard Ventures,2019-02-09,2019.0,196871076.0,2020-03-03,20190310,20191012,20191010.0,USD,RV,1.0,5881.08,2019-10-18,Semi-Annually,196871076.0,1
U007,020004064,ProTech Partners,2019-07-21,2019.0,199482681.0,2019-01-29,20200319,20190622,20200204.0,CAD,RV,1.0,697435.36,2019-02-06,Fixed,199482681.0,1
U007,020057473,Horizon Holdings,2019-10-25,2019.0,196836343.0,2019-04-18,20191206,20190716,20200219.0,USD,RV,1.0,853148.85,2019-04-22,90 Prox,196836343.0,1
U007,020007424,Prime Innovations,NaN,2020.0,197799108.0,2019-10-11,20190521,20190506,20190831.0,CAD,RV,1.0,463008.31,2020-05-03,Cash,197799108.0,1
U013,020000383,Echelon Industries,2019-12-01,2019.0,193577682.0,2019-04-20,20191026,20190515,20191204.0,USD,RV,1.0,89128.87,2019-12-10,Pro-Rata,193577682.0,0
U013,020095309,Prime Logistics,2019-10-30,2020.0,195206067.0,2019-08-13,20190625,20191029,20200223.0,USD,RV,1.0,5152.09,2019-05-08,Co-Pay,195206067.0,1
U007,020076895,Stellar Supplies LLC,2019-05-28,2019.0,195775184.0,2020-03-14,20190927,20200315,20190130.0,USD,RV,1.0,27022.59,2020-05-18,Annually,195775184.0,0
U002,020060792,Vertex Solutions Inc.,NaN,2020.0,191713444.0,2019-03-10,20190524,20200326,20190418.0,USD,RV,1.0,28490.8,2019-11-08,Fixed,191713444.0,0
U007,020089477,Peak Technologies,2019-05-08,2019.0,191216070.0,2019-05-08,20190517,20190524,20190723.0,CAD,RV,1.0,4328.5,2020-02-22,Quarterly,191216070.0,0
U001,020000146,Fortune Solutions,2019-05-01,2019.0,195821531.0,2019-07-30,20200211,20190803,20190711.0,CAD,RV,1.0,844652.35,2019-12-10,1/30 Prox,195821531.0,0
U013,020006622,Fortune Solutions,2019-01-26,2019.0,198527446.0,2019-11-23,20200412,20190425,20200204.0,CAD,RV,1.0,46214.49,2020-03-17,1/60 Prox,198527446.0,1
U001,020051514,Dynamic Industries,NaN,2020.0,196683174.0,2019-10-24,20190617,20200218,20190419.0,CAD,RV,1.0,8367.7,2019-05-16,Subscription,196683174.0,1
U002,020093449,Apex Enterprises,2020-01-31,2020.0,197733819.0,2019-03-07,20190604,20200513,20200316.0,CAD,RV,1.0,545856.58,2019-02-23,PIA,197733819.0,1
CA02,020063910,Fusion Enterprises,2019-04-16,2019.0,194785639.0,2019-06-01,20200410,20190723,20190619.0,USD,RV,1.0,55603.66,2019-07-27,Rental,194785639.0,0
U013,020078814,Zenith Industries,2019-06-24,2020.0,196748796.0,2019-09-25,20191201,20200101,20190512.0,CAD,RV,1.0,3315.96,2019-01-13,Monthly,196748796.0,1
CA02,020014014,NextWave Technologies,NaN,2019.0,197106056.0,2019-05-20,20191109,20190111,20190520.0,CAD,RV,1.0,49809.13,2019-12-05,1/90 EOM,197106056.0,1
U002,020093069,Summit Technologies,2019-05-17,2020.0,196416047.0,2019-11-10,20191014,20200426,20200417.0,USD,RV,1.0,44407.23,2020-04-19,Pre-Payment,196416047.0,0
U013,020001160,Enterprise Innovations,2019-03-11,2020.0,196289860.0,2019-06-03,20190211,20190923,20190905.0,CAD,RV,1.0,761403.85,2019-02-23,Maintenance,196289860.0,1
U007,020034948,Ultimate Solutions,2019-09-12,2020.0,194667246.0,2020-03-22,20190208,20191120,20190116.0,USD,RV,1.0,121162.13,2020-01-08,Co-Pay,194667246.0,0
U002,020013411,NextGen Solutions,NaN,2020.0,199640518.0,2019-04-27,20190206,20200409,20191012.0,USD,RV,1.0,7802.17,2020-03-02,EOM,199640518.0,1
U002,020001867,Future Commerce Ltd.,2019-03-19,2020.0,198857265.0,2019-11-13,20200121,20191229,20191202.0,USD,RV,1.0,7202.36,2020-05-01,Lump Sum,198857265.0,0
U013,020044652,Fortune Solutions,2020-05-12,2019.0,196446292.0,2019-05-26,20190821,20191201,20200123.0,USD,RV,1.0,601101.29,2020-05-18,Net 7,196446292.0,0
U007,020055399,NextWave Technologies,2019-01-18,2019.0,190266520.0,2019-12-12,20190604,20200106,20190709.0,CAD,RV,1.0,5471.96,2019-09-29,Disposable,190266520.0,0
U007,020088944,Quantum Enterprises,NaN,2020.0,197645245.0,2019-07-25,20190501,20190505,20190328.0,CAD,RV,1.0,9309.58,2020-02-03,PIA,197645245.0,1
U007,020009968,ProTech Partners,2019-07-15,2020.0,196977363.0,2019-09-23,20190423,20190923,20200517.0,USD,RV,1.0,347475.56,2020-04-04,End of Month,196977363.0,0
CA02,020037783,Quantum Dynamics,2019-04-23,2020.0,193273559.0,2019-04-19,20190328,20190706,20191218.0,CAD,RV,1.0,63325.82,2019-10-08,Net 75,193273559.0,0
U001,020063660,Global Ventures,2019-10-12,2020.0,197489329.0,2019-12-10,20190824,20190414,20191207.0,CAD,RV,1.0,37512.38,2020-02-21,Escrow,197489329.0,1
U013,020016183,Pioneer Industries,NaN,2020.0,196325156.0,2020-05-16,20200318,20200202,20191009.0,USD,RV,1.0,174152.79,2019-05-31,Net 75,196325156.0,0
U005,020023732,Quantum Enterprises,2019-06-17,2019.0,190710970.0,2019-10-04,20200116,20200204,20200101.0,USD,RV,1.0,605861.97,2019-06-07,Net 75,190710970.0,0
CA02,020009828,InnovaTech Group,2019-05-15,2020.0,199572817.0,2019-06-19,20200329,20190628,20190727.0,USD,RV,1.0,608574.59,2019-12-22,Maintenance,199572817.0,0
U007,020071329,OmniTech Solutions,2020-01-20,2019.0,191386617.0,2019-04-29,20200513,20191216,20190516.0,CAD,RV,1.0,689595.61,2019-11-20,30 EOM,191386617.0,0
CA02,020006666,Innovatech Solutions,NaN,2020.0,193704788.0,2020-02-27,20190916,20190913,20200512.0,USD,RV,1.0,14779.31,2019-08-17,1/90 EOM,193704788.0,1
U007,020044544,Pioneer Industries,2019-12-06,2020.0,194630334.0,2019-06-23,20200419,20190723,20200303.0,USD,RV,1.0,726708.07,2020-02-25,Monthly,194630334.0,1
U007,020023118,Echelon Industries,2019-01-29,2020.0,197412782.0,2019-12-28,20200227,20190527,20200304.0,USD,RV,1.0,123543.23,2019-04-17,Graduated,197412782.0,1
CA02,020089579,Skyline Innovations,2019-07-16,2019.0,195027184.0,2019-03-12,20200303,20190731,20190406.0,CAD,RV,1.0,30072.52,2020-01-04,Immediate,195027184.0,0
CA02,020040141,Nexus Networks,NaN,2019.0,199892483.0,2020-01-27,20190425,20191009,20191101.0,USD,RV,1.0,63761.86,2020-04-09,1/90 EOM,199892483.0,0
U001,020005433,Horizon Holdings,2019-02-05,2019.0,190088095.0,2020-03-10,20200211,20191024,20191206.0,CAD,RV,1.0,33161.29,2019-03-09,PIA,190088095.0,1
U013,020008518,Ultimate Solutions,2019-03-31,2019.0,192515243.0,2019-04-14,20200426,20190720,20190706.0,CAD,RV,1.0,775276.54,2019-01-23,Annually,192515243.0,1
U013,020025130,Innovatech Solutions,2019-04-16,2020.0,195887503.0,2019-06-17,20200110,20190218,20190326.0,CAD,RV,1.0,4853.59,2019-12-19,End of Month,195887503.0,0
U007,020097380,Fortune Solutions,NaN,2019.0,195792687.0,2019-02-05,20200323,20200318,20190328.0,USD,RV,1.0,217070.03,2019-10-23,Cash,195792687.0,1
U005,020024440,Fortune Solutions,2020-02-16,2020.0,193437695.0,2019-12-26,20191021,20191110,20190217.0,USD,RV,1.0,8939.2,2019-09-29,Net 15,193437695.0,0
CA02,020053152,Apex Enterprises,2019-06-21,2019.0,191342621.0,2019-01-11,20200402,20190203,20190809.0,CAD,RV,1.0,696191.19,2020-02-19,1/60 EOM,191342621.0,0
U001,020007114,MetroTech Solutions,2019-09-13,2019.0,198505404.0,2019-10-28,20190227,20191224,20190407.0,CAD,RV,1.0,768147.37,2019-09-01,Immediate,198505404.0,0
U002,020035925,Elite Systems Group,NaN,2019.0,193483442.0,2019-07-17,20190124,20191207,20191217.0,USD,RV,1.0,13459.74,2019-01-16,1/60 Prox,193483442.0,1
U013,020003402,Dynamic Industries,2019-10-15,2019.0,198199714.0,2019-01-16,20190610,20190123,20200410.0,USD,RV,1.0,2277.6,2019-11-07,COD,198199714.0,0
U013,020038329,Ultimate Solutions,2019-04-26,2019.0,196571942.0,2019-10-05,20190514,20191222,20190412.0,USD,RV,1.0,448371.43,2019-02-12,30 EOM,196571942.0,1
U007,020021505,Pioneer Industries,2019-12-17,2019.0,196816568.0,2019-06-01,20200101,20200118,20200216.0,USD,RV,1.0,857170.64,2019-08-13,"2/15, Net 45",196816568.0,1
U002,020016819,Global Ventures,NaN,2020.0,198189707.0,2019-11-26,20200421,20191209,20190519.0,CAD,RV,1.0,1490.93,2019-04-30,1/90 EOM,198189707.0,0
U007,020010001,Ultimate Solutions,2020-03-11,2019.0,199768892.0,2019-09-17,20191116,20190509,20190616.0,USD,RV,1.0,998125.75,2019-01-26,"2/10, Net 30",199768892.0,1
U007,020004091,Crest Business Services,2019-02-27,2019.0,194492103.0,2019-04-02,20191023,20190826,20190315.0,CAD,RV,1.0,1343.12,2019-01-31,Post-Payment,194492103.0,0
U001,020084559,Peak Technologies,2019-08-17,2019.0,191128628.0,2020-02-07,20190801,20190715,20190217.0,CAD,RV,1.0,3892.88,2019-10-05,Pre-Payment,191128628.0,0
U001,020049080,Quantum Dynamics,NaN,2020.0,196729128.0,2019-10-30,20190620,20190329,20200401.0,USD,RV,1.0,74134.86,2020-01-23,Escrow,196729128.0,1
U001,020046719,Cortex Innovations,2019-10-14,2020.0,193349267.0,2020-01-04,20190622,20191110,20191005.0,USD,RV,1.0,1252.33,2020-01-11,Monthly,193349267.0,1
U002,020014563,Zenith Industries,2019-12-24,2020.0,194071533.0,2019-10-10,20190610,20190908,20190429.0,CAD,RV,1.0,7519.57,2019-03-13,Royalty,194071533.0,1
U013,020075279,Innovatech Solutions,2020-04-16,2020.0,199697976.0,2020-01-07,20190614,20191123,20200302.0,CAD,RV,1.0,768014.57,2020-03-10,1/10 Prox,199697976.0,1
U005,020001232,Optimum Tech Partners,NaN,2019.0,197072656.0,2020-03-04,20190424,20190819,20190326.0,CAD,RV,1.0,8389.19,2019-12-24,Tiered,197072656.0,1
U001,020060608,Synergy Innovations,2019-05-25,2020.0,193211817.0,2019-06-20,20190421,20191124,20190305.0,USD,RV,1.0,343697.8,2019-09-12,Licencing,193211817.0,1
U013,020088269,Nexus Networks,2019-09-26,2019.0,190682644.0,2019-08-26,20191118,20190803,20190307.0,USD,RV,1.0,5801.5,2019-02-12,EOM,190682644.0,0
CA02,020021277,Acme Industries,2019-05-30,2019.0,190846946.0,2019-06-14,20190427,20190329,20190727.0,CAD,RV,1.0,229967.23,2019-08-26,1/15 Prox,190846946.0,0
CA02,020025689,NextGen Solutions,NaN,2020.0,199012672.0,2019-04-07,20200220,20200514,20190405.0,USD,RV,1.0,16173.39,2019-08-20,1/90 Prox,199012672.0,1
CA02,020040181,Spectrum Technologies,2019-06-29,2020.0,193537463.0,2020-01-05,20200409,20190413,20200316.0,USD,RV,1.0,9288.02,2019-05-01,Net 45,193537463.0,0
U002,020012487,MetroTech Solutions,2020-02-03,2019.0,195720164.0,2019-04-03,20190925,20191219,20200321.0,USD,RV,1.0,34464.76,2020-04-22,1/60 Prox,195720164.0,0
U005,020087152,Synergy Corporations,2019-07-04,2019.0,199496165.0,2019-08-09,20190615,20200304,20190812.0,CAD,RV,1.0,821529.44,2019-06-26,Fixed,199496165.0,0
U007,020065618,Unified Ventures,NaN,2019.0,197567699.0,2019-10-16,20190314,20200116,20190407.0,CAD,RV,1.0,348716.61,2020-02-16,Rental,197567699.0,0
U013,020090231,Pioneer Industries,2019-11-17,2020.0,195231228.0,2019-10-20,20190807,20191226,20191015.0,USD,RV,1.0,63354.6,2019-10-02,Net 45,195231228.0,0
U001,020028240,Peak Technologies,2019-10-28,2020.0,194602998.0,2020-01-27,20191201,20200218,20190802.0,CAD,RV,1.0,819853.55,2019-01-15,Bi-Weekly,194602998.0,1
U002,020014659,Stellar Supplies LLC,2019-07-22,2020.0,190280022.0,2019-06-28,20200216,20190319,20200311.0,CAD,RV,1.0,11333.18,2020-01-31,PID,190280022.0,0
CA02,020067328,NextGen Solutions,NaN,2019.0,191050163.0,2020-05-17,20190815,20190221,20190525.0,CAD,RV,1.0,43257.48,2019-11-13,Net 75,191050163.0,0
CA02,020006803,Vanguard Ventures,2019-08-04,2019.0,195021092.0,2019-12-31,20200428,20191126,20200312.0,CAD,RV,1.0,2024.82,2019-03-03,Cash,195021092.0,0
U002,020021136,Infinity Holdings,2020-03-28,2020.0,196454203.0,2019-12-28,20190803,20200418,20200321.0,USD,RV,1.0,3839.78,2019-05-08,Rental,196454203.0,1
U001,020009029,Optimum Tech Partners,2020-01-21,2019.0,195550651.0,2019-09-08,20191104,20190501,20190626.0,USD,RV,1.0,43863.09,2020-05-16,Hybrid,195550651.0,0
CA02,020005982,Vanguard Ventures,NaN,2020.0,191902373.0,2019-02-03,20200421,20190705,20190514.0,USD,RV,1.0,530406.57,2019-04-25,90 Prox,191902373.0,1
U007,020034426,Cortex Innovations,2019-12-31,2019.0,195724765.0,2020-01-08,20190910,20191228,20190406.0,CAD,RV,1.0,599210.94,2019-02-13,Graduated,195724765.0,0
U002,020066231,Horizon Holdings,2019-01-31,2020.0,197776594.0,2019-04-08,20191002,20190121,20190916.0,USD,RV,1.0,2248.64,2019-09-19,Due Upon Receipt,197776594.0,1
U013,020050677,NextGen Solutions,2019-05-09,2020.0,195508757.0,2019-01-23,20190604,20200417,20190417.0,CAD,RV,1.0,600350.63,2019-12-05,Net 15,195508757.0,0
U005,020029640,Elite Systems Group,NaN,2020.0,194664884.0,2019-10-23,20190326,20200326,20190422.0,CAD,RV,1.0,8774.2,2019-07-24,Escrow,194664884.0,0
CA02,020088800,Future Commerce Ltd.,2019-04-13,2020.0,194910238.0,2019-11-03,20190707,20190331,20191230.0,USD,RV,1.0,42030.42,2019-11-30,Fixed,194910238.0,0
U013,020058782,Vanguard Ventures,2020-04-27,2020.0,192283391.0,2019-06-12,20200319,20190713,20190715.0,CAD,RV,1.0,31562.96,2019-02-09,Consumables,192283391.0,0
U007,020045619,Infinity Holdings,2019-03-18,2019.0,190215901.0,2020-03-29,20190927,20190531,20190309.0,USD,RV,1.0,814318.02,2019-11-12,90 EOM,190215901.0,0
U007,020037260,Peak Technologies,NaN,2019.0,193484556.0,2020-04-22,20191020,20200318,20190311.0,CAD,RV,1.0,62663.57,2020-04-12,Semi-Annually,193484556.0,1
U002,020089033,Advantage Solutions,2019-05-06,2020.0,194716387.0,2019-12-05,20200320,20190421,20190126.0,CAD,RV,1.0,231202.29,2020-04-27,Lump Sum,194716387.0,1
U001,020013577,Summit Technologies,2019-09-10,2019.0,196999709.0,2019-03-19,20190710,20200120,20191021.0,CAD,RV,1.0,692763.75,2019-06-09,PIA,196999709.0,0
CA02,020050079,Alliance Enterprises,2020-03-21,2019.0,197718993.0,2019-12-27,20190603,20200424,20200106.0,CAD,RV,1.0,51707.6,2020-02-22,Net 7,197718993.0,0
U001,020095385,OmniTech Solutions,NaN,2019.0,191967726.0,2019-12-20,20200511,20200414,20200311.0,USD,RV,1.0,620098.74,2019-06-02,N60,191967726.0,1
U005,020072530,Advantage Solutions,2020-03-27,2020.0,192581255.0,2019-10-08,20190820,20191121,20200215.0,CAD,RV,1.0,180955.92,2019-11-05,1/60 EOM,192581255.0,1
CA02,020060407,Quantum Dynamics,2020-01-16,2019.0,197536244.0,2019-05-04,20191125,20191117,20191105.0,USD,RV,1.0,339790.84,2020-04-09,Pre-Payment,197536244.0,0
U013,020066104,Alliance Enterprises,2019-04-03,2020.0,193770522.0,2020-03-08,20190922,20190205,20200513.0,CAD,RV,1.0,878031.89,2020-02-07,End of Month,193770522.0,1
U013,020081951,Ascend Industries,NaN,2020.0,197680102.0,2019-09-20,20190628,20190303,20190227.0,USD,RV,1.0,38375.29,2019-09-22,Daily,197680102.0,0
U005,020042408,Infinity Holdings,2019-11-14,2019.0,194865898.0,2019-07-09,20190315,20191112,20191125.0,USD,RV,1.0,9723.03,2019-09-27,PID,194865898.0,1
U002,020055708,Global Ventures,2019-01-18,2019.0,193956722.0,2019-08-05,20200516,20190705,20190903.0,CAD,RV,1.0,35725.78,2019-09-23,1/30 EOM,193956722.0,0
U013,020091048,Horizon Holdings,2020-05-09,2020.0,193923036.0,2019-03-18,20191119,20200222,20190214.0,USD,RV,1.0,79627.72,2019-04-17,PPD,193923036.0,0
CA02,020053184,MetroTech Solutions,NaN,2020.0,190744060.0,2019-05-02,20200422,20200401,20191128.0,CAD,RV,1.0,3734.81,2019-06-23,Immediate,190744060.0,0
U013,020047779,Peak Technologies,2019-11-03,2020.0,194852163.0,2020-02-13,20190809,20200317,20190227.0,CAD,RV,1.0,62495.79,2020-05-10,Due Upon Receipt,194852163.0,0
U005,020005822,ProTech Partners,2019-07-01,2020.0,193689785.0,2019-04-16,20190510,20200101,20190323.0,CAD,RV,1.0,97311.14,2019-05-30,Monthly,193689785.0,1
U002,020095531,Apex Enterprises,2019-08-19,2020.0,193330672.0,2019-12-17,20190323,20190604,20200430.0,CAD,RV,1.0,527073.24,2019-09-07,"2/20, Net 60",193330672.0,0
U002,020053590,Cortex Innovations,NaN,2020.0,190147437.0,2020-04-10,20190805,20191229,20190708.0,USD,RV,1.0,2136.32,2020-03-04,PID,190147437.0,0
CA02,020035158,Pinnacle Manufacturing,2020-05-12,2019.0,196485667.0,2019-02-20,20191010,20190424,20191210.0,USD,RV,1.0,36660.75,2019-11-09,1/10 Prox,196485667.0,1
U002,020009269,Peak Technologies,2019-04-09,2020.0,196329794.0,2019-09-10,20191104,20191224,20190727.0,USD,RV,1.0,437700.14,2019-06-22,Royalty,196329794.0,1
U013,020061905,Prime Innovations,2019-04-12,2020.0,197681219.0,2019-05-28,20190720,20191210,20190118.0,USD,RV,1.0,107390.66,2019-10-06,Net 75,197681219.0,1
CA02,020033364,Titanium Technologies,NaN,2019.0,192344777.0,2019-03-04,20200217,20191225,20191007.0,CAD,RV,1.0,5266.29,2019-06-16,Fixed,192344777.0,1
CA02,020078797,Unified Ventures,2019-07-02,2020.0,197956229.0,2019-09-16,20190829,20191024,20190715.0,CAD,RV,1.0,342737.56,2019-02-26,Subscription,197956229.0,0
U005,020076097,Titanium Technologies,2019-08-26,2020.0,196085743.0,2019-08-02,20200105,20190205,20190413.0,USD,RV,1.0,5932.46,2019-12-28,Net 7,196085743.0,1
U007,020098899,Synergy Corporations,2019-12-21,2020.0,197294832.0,2020-04-08,20190303,20200506,20190924.0,USD,RV,1.0,5539.63,2020-04-16,Due Dates,197294832.0,1
U005,020031909,NextGen Solutions,NaN,2020.0,199038506.0,2019-12-12,20200506,20191104,20190903.0,CAD,RV,1.0,95545.13,2019-10-06,Quarterly,199038506.0,0
U001,020003871,Global Nexus,2019-04-22,2020.0,198759894.0,2019-11-21,20191011,20200305,20190501.0,CAD,RV,1.0,9233.32,2020-04-22,Graduated,198759894.0,1
U005,020023790,Alliance Enterprises,2020-04-09,2019.0,193327206.0,2019-09-19,20191229,20190205,20190718.0,USD,RV,1.0,406891.43,2019-12-29,Disposable,193327206.0,0
U002,020057799,Fusion Enterprises,2019-03-12,2019.0,197449634.0,2019-12-03,20190628,20190224,20190524.0,CAD,RV,1.0,9007.5,2019-12-09,1/10 Prox,197449634.0,0
CA02,020069869,Summit Technologies,NaN,2020.0,197098943.0,2019-06-18,20190703,20190902,20200408.0,CAD,RV,1.0,7606.35,2019-12-28,Licencing,197098943.0,1
U001,020024550,Ultimate Solutions,2019-05-31,2020.0,197554443.0,2019-05-04,20190618,20200103,20190615.0,USD,RV,1.0,795547.08,2019-07-03,Lease-to-Own,197554443.0,0
U005,020068821,Zenith Industries,2019-08-27,2020.0,193896170.0,2020-04-09,20190604,20191218,20200515.0,USD,RV,1.0,5285.67,2019-05-03,Bi-Weekly,193896170.0,0
U002,020062778,ProTech Partners,2019-10-21,2020.0,196400167.0,2020-01-27,20190612,20191121,20200107.0,USD,RV,1.0,3338.19,2019-09-16,Consumables,196400167.0,0
